Name| Lat| Long| Comment| Description
Black Rock Avenue and Wooster Street| 41.6656621545553| -72.8170011844486| Black Rock Avenue and Wooster Street, NOBO turn W on Wooster towards underpass
Bliss Hill Road| 42.7143629640341| -72.2722020372748| Bliss Hill Road, NOBO turn W on road
Bliss Hill Road 2| 42.7154650166631| -72.2725440189242| Bliss Hill Road, NOBO turn E on trail
Bluff Head| 41.4110350236297| -72.6968500390649| Bluff Head, ridge continues north for 0.3 with several views| v
Boardwalk| 42.0410590153188| -72.7139699924737| Boardwalk over wetlands| W
Bog Bridge 1| 41.3223020173609| -72.6720800064504| Bog Bridging
Bog Bridge 2| 41.3244549930096| -72.6676449738443| Bog Bridging
Bog Bridge 3| 41.7066130321473| -72.8316430281848| Bog Bridging
Bog Bridge 4| 41.3524720072746| -72.6843360252678| Bog Bridging
Bog Bridge 5| 42.0372149907053| -72.7153479773551| Bog Bridging
Bog Bridge 6| 42.6030689757317| -72.4410060234368| Bog Bridging
Bog Bridge 7| 42.6325669884682| -72.4171809665859| Bog Bridging
Bog Bridge 8| 42.7149129845202| -72.2655919846147| Bog Bridging
Boston Post Road (US1) and Boston Street| 41.2886699661613| -72.6601150073111| Boston Post Road (US1) + Boston Street, NOBO turn E, Shoreline Diner (BLD), Guilford to W, restuarants and groceries to W
Briggs Brook| 42.6034409645945| -72.4415690358728| Briggs Brook, Footbridge, drain from Northfield Mountain Reservoir, do not drink
Briggs Brook 2| 42.6044959947467| -72.4439380131662| Briggs Brook, 2 crossings, drain from Northfield Mountain Reservoir, do not drink
Cairns| 41.8548279628158| -72.7827079687268| Cairns, several stacks on short side trail to W
Camel Brook| 42.4599810037762| -72.3924199864268| Camel Brook| W
Car remnants and foundation| 41.6536992508918| -72.8252885397524| Abandoned cars to W, old building foundation to E
Carey Street and Bayberry Lane| 41.6118220053613| -72.8226859588176| Carey Street and Bayberry Lane, Parking 0.3W on Sheldon Road, NOBO turn E on to foot access only road| p
Castle Craig| 41.5570589248091| -72.8352811932564| Castle Craig, stone tower with views south to Long Island Sound, outlet, Parking during park hours| tpv
Cattail Shelter| 41.4729239791632| -72.7261899691075| Cattail Shelter, two small private shelters open to backpackers, just off trail to E| s
Cemetery| 41.9244970008731| -72.7491230238229| Small Pox Cemetery
Chamberlain Highway (CT71)| 41.5627469681203| -72.8095960244536| Chamberlain Highway (CT71), small stream along highway, limited parking on shoulder| Wp
Chauncey Peak| 41.5585310384631| -72.759596966207| Chauncey Peak, Views to quarry and Higby Mountain| v
Christopher Clark Road| 42.2791230026633| -72.6221419684589| Christopher Clark Road, trail crossing offset, NOBO turn 200 ft W, Views and parking 250 ft E| vP
Clapboard Hill Road and Tanner Marsh Road| 41.2939779739827| -72.6605490222573| Clapboard Hill Road + Tanner Marsh Road, NOBO turn E
Colt Highway (US6)| 41.7072140146047| -72.8276049625129| Colt Highway (US6), Parking 0.1W on side trail S of road| p
Communications Tower 1| 41.5611320268363| -72.8437680378556| Communications towers| t
Communications Tower 2| 41.7008089832962| -72.8327999822795| Communication Towers| t
Communications Tower 3| 41.823087958619| -72.7985139749944| Communication Towers| t
Communications Tower 4| 42.0840659737587| -72.7045459672809| Communications Towers, NOBO follow service road for 0.2| t
Communications Tower 5| 42.1500459685922| -72.6871560327709| Communications Tower| t
Communications Tower 6| 42.2442019823939| -72.6478100381792| Communications Tower, Views| vt
Communications Tower 7| 42.3038149997592| -72.5328600313514| Communications Tower| t
Connecticut River| 42.2882669884712| -72.6183649990708| Connecticut River, Boat launch and parking, no crossing possible
Cooleyville Road| 42.4530629999936| -72.4013260100037| Cooleyville Road, NOBO turn E on road
Cooleyville Road 2| 42.4645079858601| -72.3817240074277| Cooleyville Road, NOBO turn W on to trail
Cooleyville Road 3| 42.5125490315259| -72.3938960395753| Cooleyville Road, trail joins road
Country Club Road| 41.5660790260881| -72.7209139801562| Country Club Road, NOBO turn W on road, Parking 0.3E at Smith Park| p
Country Club Road and Bell Street| 41.5673470403999| -72.7305850200355| Country Club Road + Bell Street, NOBO turn E on Bell Street
Crooked Brook| 41.5944370161742| -72.7795710414648| Road crosses over Crooked Brook| W
Crooked Brook 2| 41.5892200358212| -72.7855040039867| Crooked Brook, Footbridge| W
Cross Street and Wells Street| 42.6013350114226| -72.4400929827243| Cross Street + Wells Street, Limited parking, NOBO turn E on Cross Street| p
Dirt road| 41.5651359781623| -72.8061290178448| Dirt road, NOBO turn E with road into woods and rejoin trail
Dry Knoll| 42.2773580253124| -72.6254369784147| Dry Knoll, Views| v
Duck Hole Road| 41.3051939662546| -72.6574400067329| Duck Hole Road
Dunlop Brook| 42.3836709838361| -72.4206949956715| Dunlop Brook, Footbridge| W
Durham Road| 41.4078809972852| -72.6963249966502| Durham Road, trail crosses slightly offset, parking a short distance N (compass S)| p
East Street and Underwood Avenue| 42.286205291748| -72.6208519935608| East Street + Underwood Avenue, NOBO turn E on East Street
Easthampton Road| 42.2247599903494| -72.6456739939749| Easthampton Road, Parking, NOBO cross and follow Whiting Reservoir Road| p
Edgewood Road| 41.5803900361061| -72.820001989603| Edgewood Road, John Hall Brook, limited parking, NOBO turn W on road| p
Elmere Reservoir| 41.5625260211527| -72.8136029932648| Elmere Reservoir| W
Falls Brook| 42.7193269785494| -72.248186962679| Falls Brook, Footbridge, Tully Trail 0.3E to 45 ft Royalston Falls| W
Farley Road and Mormon Hollow Road| 42.578580994159| -72.4356570281088| Farley Road + Mormon Hollow Road, NOBO turn W on Farley Road
Farmington River| 41.9115450326353| -72.7622490003705| Farmington River
Farmington Road (CT4)| 41.7237520124763| -72.8096779994667| Farmington Road (CT4)
Federal Street| 42.3191910143942| -72.4358260072768| Federal Street, NOBO turn W on road
Federal Street and Gulf Road| 42.328467015177| -72.4489969946444| Federal Street + Gulf Road, NOBO turn E on road
Feeding Hills Road| 42.0623130071908| -72.7094190381467| Feeding Hills Road (MA57), trail offset, NOBO turn W for 250 ft, Parking to W, Moolicious Farms 0.5W (LD), grill food, ice cream, baked goods| p
Feeding Hills Road (MA187)| 42.1049459651113| -72.6983140222728| Feeding Hills Road (MA187), Parking 0.2E| p
Fence| 41.7227720003575| -72.8097840305418| Fence
Fence Style| 41.5890679880977| -72.7855490148067| Fence Style
Field| 41.3091560080647| -72.6653810217977| South end of open grassy field
Field 2| 41.3133280165493| -72.6714599970728| North end of open grassy field
Field Road and Seaside Avenue| 41.2698049843311| -72.6701120194048| Field Road + Seaside Avenue, NOBO turn W along Seaside Avenue
Finger Rock Road| 41.7580120358616| -72.798148021102| Finger Rock Road, NOBO turn E on road
Fireplace| 41.9142799638212| -72.7550679724663| Fireplace
Fireplace 2| 42.1055209636688| -72.6928330119699| Fireplace
Footbridge| 41.303944978863| -72.6559340301901| Footbridge, stream| W
Footbridge 10| 41.5729540307075| -72.7407429646701| Footbridge
Footbridge 11| 41.5686980355531| -72.7573969680816| Footbridge
Footbridge 12| 41.6402960009873| -72.8121150378138| Footbridge
Footbridge 13| 41.9037399720401| -72.7646110206842| Footbridge
Footbridge 14| 41.5579250268638| -72.7235990390182| Footbridge
Footbridge 15| 42.1163089759648| -72.683437988162| Footbridge
Footbridge 16| 42.1176779922098| -72.6832410134375| Footbridge
Footbridge 17| 42.3052919749171| -72.5078660342842| Footbridge
Footbridge 18| 42.350199026987| -72.4344910215586| Footbridge
Footbridge 19| 42.5262230169028| -72.4439329840243| Footbridge
Footbridge 20| 42.7047609910369| -72.356171021238| Footbridge
Footbridge 7| 41.3094610255212| -72.6644109841436| Footbridge
Footbridge 8| 41.3184900116175| -72.6703049708158| Footbridge
Footbridge 9| 41.5730059985071| -72.7398709952831| Footbridge
Gate| 42.4135440029204| -72.4014069791883| Gate
Gate 2| 42.4307040218264| -72.3982739914209| Gate
Goat Lot Road| 41.3854090310633| -72.6928009930998| Goat Lot Road
Goat Peak| 42.2721469961107| -72.6320300158113| Trail skirts Goat Peak, Views| v
Guiffrida Park| 41.5567750297487| -72.7637350279838| Guiffrida Park, Bradley Hubbard Reservoir Dam, Parking| Wp
Gulf Road| 42.3499729670584| -72.434454979375| Gulf Road, Parking, NOBO turn W on trail| p
Gulf Road 2| 42.6595589797944| -72.4190160166472| Gulf Road, Parking, NOBO turn E on trail
Gulf Road and South Mountain Road| 42.6380380243063| -72.4062460195273| Gulf Road + South Mountain Road, NOBO turn W on Gulf Road
Harris Street| 42.3075049649924| -72.4706089776009| Harris Street, Limited parking| p
Hart Road| 41.365074031055| -72.6904740091413| Hart Road, NOBO turn E along road
Hart Road 2| 41.3670250028372| -72.6893639937043| Hart Road, NOBO leave road and follow trail W
Hartford Avenue (CT189) and Elm Street and Mountain Road| 41.9082069396973| -72.7613997459412| Hartford Avenue (CT189) + Elm Street + Mountain Road, NOBO follow CT189 W (compass N)
Hartford Reservoir Number 6| 41.7932440247387| -72.7853050176054| Hartford Reservoir Number 6, Parking, Trash, Porta-potty| Wpr
Hartford Road (CT185)| 41.8381229974329| -72.7850500401109| Hartford Road (CT185), Parking| p
Hatchet Hill Road| 41.9218889717013| -72.7503239829093| Hatchet Hill Road, Limited parking| p
Henry Whitfield State Museum| 41.2779520265758| -72.6770440209657| Henry Whitfield State Museum, NOBO turn E towards museum
Heublein Tower| 41.8258730135858| -72.7985849697143| Heublein Tower, pit toilets, drinking fountains| WtP
Highland Pond| 41.5701439976692| -72.7333300095052| Highland Pond, spillway
Highland Pond Preserve| 41.571131972596| -72.7320360112935| Highland Pond Preserve, NOBO turn W on to trail
Holcomb Street| 41.9459260068834| -72.7412779815495| Holcomb Street, NOBO turn E on road
Holmes Street and Wells Street| 42.599708000198| -72.438915995881| Holmes Street + Wells Street, NOBO turn W on Wells Street
Howd Road| 41.4391180034727| -72.7353340387344| Howd Road, limited parking on shoulder| p
Howletts Bridge| 41.2986649665982| -72.6556150149554| Howletts Bridge over East River| W
I-95| 41.2890510074794| -72.6581630297005| Bridge over I-95
Iron Stream| 41.3425770029426| -72.676741015166| Iron Stream, Footbridge| W
Jennison Road and Cooleyville Road| 42.5149460043758| -72.393252979964| Jennison Road + Cooleyville Road, NOBO turn W on Cooleyville Road
Jerusalem Road| 42.5625119637698| -72.4468249920756| Jerusalem Road, Parking, NOBO turn 0.1E on road| p
Kelton Road| 42.7185740321875| -72.2929960303009| Kelton Road (off road vehicles only)
Kelton Road 2| 42.7163400035352| -72.293405989185| Kelton Road (off road vehicles only), NOBO turn W on road
Kelton Road 3| 42.7127709891647| -72.2882490232587| Kelton Road (off road vehicles only), NOBO turn W on trail
Kensington Road and Orchard Road| 41.5928690135479| -72.7833689656109| Kensington Road + Orchard Road, NOBO turn W on to trail
Lake Wyola| 42.5079089775681| -72.4293160345405| Lake Wyola
Lakeview Road| 42.5064699724317| -72.4316359777004| Lakeview Road, NOBO turn E across field
Lamentation Drive| 41.5963360201567| -72.7406129613519| Lamentation Drive, NOBO turn E on road to stop sign then cross guard rail to rejoin trail
Lamentation Mountain| 41.5745350252837| -72.7622220106423| Lamentation Mountain, Views| v
Lookout Tower| 42.1462639700621| -72.6890869718045| Lookout Tower| t
Lovers Lane and Boston Street| 41.2837518844754| -72.6748951524496| Lovers Lane + Boston Street, NOBO turn E
Lovers Lane and Stone House Lane| 41.2790588568896| -72.6714765932411| Lovers Lane + Stone House Lane, NOBO turn W on Lovers Lane
Main Street| 41.9097280036658| -72.7620462421328| Main Street, Water at park (0.1W), restaurants (LD)| W
Massachussetts Turnpike (I-90)| 42.140036970377| -72.6862350292504| Massachussetts Turnpike (I-90), cross under I-90 through tunnel
Metacomet Road 2| 41.7382389586419| -72.8024999890476| Metacomet Road, NOBO turn W on road, trail near road starts in 400 ft
Mill Foundation| 42.5779919978231| -72.4357980117202| Mill Remnants
Mill Foundation 2| 42.5786990113556| -72.4365300033242| Mill Remnants
Millbrook Lane| 41.610172027722| -72.8213000111282| Millbrook Lane, NOBO continue on road
Millbrook Lane and Carey Street| 41.611762996763| -72.8214789647609| Millbrook Lane + Carey Street, NOBO turn W
Miller River| 42.5977970100939| -72.4377540126443| Miller River, Bridge, Parking| Wp
Mine Hollow Road and Long Bottom Sreet| 41.6340637207031| -72.8372740745544| Mine Hollow Road and Long Bottom Sreet, Shuttle Meadow Reservoir, contine on Long Bottom Street| W
Missile remnant| 41.6720879729837| -72.8312700334936| Missile Remnant
Mohawk Trail (MA2)| 42.599036693573| -72.4392557144165| Mohawk Trail (MA2), trail crosses MA2 and continues on road, Parking 0.2W| p
Montague Road| 42.5391169823706| -72.445501992479| Montague Road
Mormon Hollow Brook| 42.5770419929177| -72.4352479912341| Mormon Hollow Brook, Footbridge| W
Mormon Hollow Road| 42.5796829629689| -72.4371240288019| Mormon Hollow Road, NOBO turn E on road
Mount Grace| 42.6913070306182| -72.3549490235746| Mount Grace, lookout tower, picnic tables| tP
Mount Grace Shelter| 42.7053270209581| -72.3536169715226| Mount Grace Shelter, Picnic Table, Stream, no privy| WSP
Mount Hitchcock| 42.3056669812649| -72.5457819923759| Mount Hitchcock, Views, Pylons from old tower| v
Mount Holyoke Outing Club Cabin| 42.2895859647542| -72.5995430164039| Mount Holyoke Outing Club Cabin, Privy, Reservations Required| Sr
Mount Lincoln| 42.3636580165476| -72.4233109876513| Mount Lincoln, Communications Tower, NOBO follow Tower Road for 0.1| t
Mount Norwottock| 42.3055369779468| -72.5102259591222| Mount Norwottock, Views, Trail register and views on side trail N (compass S) of summit| v
Mount Tom| 42.2415070328861| -72.6485560275614| Mount Tom, Views, Communcations Tower| vt
Mountain Brook| 42.7053659968078| -72.3492090124637| Mountain Brook| W
Mountain Road| 41.7174990288913| -72.8161179833114| Mountain Road, trail crossing offset, NOBO turn E for 200 ft
Mountain Road 2| 41.905166991055| -72.7631750330329| Mountain Road, Limited parking,NOBO turn W on road| p
Mountain Road 3| 42.2911009937525| -72.5999020133168| Mountain Road, limited parking| p
Mountain Road 4| 42.6267849840224| -72.4175660312176| Mountain Road, Parking, NOBO turn W on road| p
Mountain Road 5| 42.6298739667982| -72.4187519866973| Mountain Road, NOBO turn E on to trail
N Madison Road| 41.3351320289075| -72.6703209802508| N Madison Road, NOBO turn W along road
N Madison Road 2| 41.3347170408815| -72.6743550226092| North Madison Road, Parking on shoulder, NOBO turn E to trail| p
NET Split| 41.4058339688927| -72.6838020142168| NET spur to E. Eastern terminus 26.5 miles| j
New Haven Road (CT17)| 41.4340750314295| -72.7274500206113| New Haven Road (CT17), limited parking on shoulder, NOBO turn E onto trail after guard rail| p
New Haven Road (CT17) and Stage Coach Road| 41.4300012588501| -72.7313590049744| New Haven Road (CT17) + Stage Coach Road, NOBO turn E, convenience store 0.1W on CT17, Artie Bar and Grill (D) 0.1E on trail
North Branch Harbor Brook| 41.566869020462| -72.7587079815567| North Branch Harbor Brook, Footbridge| W
North Street (US 5) and East Street| 42.286485414952| -72.6165399234742| North Street (US 5) + East Street, NOBO turn W on US5, Manhan Rail Trail and Parking 200 ft N of intersection| p
North Valley Road| 42.3898890148848| -72.4269680120051| North Valley Road, Limited Parking, NOBO turn E on trail| p
Northern Terminus| 42.7220510132611| -72.2486469615251| Northern Terminus, NH/MA state line
Northfield Road| 42.6795509923249| -72.3501069657505| Northfield Road
Notch Visitor Center| 42.3051379993558| -72.5275530293584| Notch Visitor Center, Water and restrooms when open, outlet outside| WR
Old Egypt Road| 42.5069080106914| -72.4390579853207| Old Egypt Road, NOBO turn E on road
Old Hartford Road and Hartford Avenue| 41.9128559622914| -72.762208012864| Old Hartford Road + Hartford Avenue, Limited parking, NOBO turn E on trail| p
Old Mountain Road| 41.7466780263931| -72.7945530228317| Old Mountain Road, trail crossing offset, NOBO turn W for 200 ft, gate
Old Southwick Road| 42.0612640120089| -72.7074079681188| Old Southwick Road, follow road between driveway and Feeding Hills Road
Old Toll Road (CT80)| 41.3530080299824| -72.68490197137| Old Toll Road (CT80), Parking| p
Old Westfield Road and Sikes Avenue| 42.1085357666016| -72.6875424385071| Old Westfield Road + Sikes Avenue, NOBO turn W on Sikes
Old Westfield Road and Westfield Street (US20)| 42.1074282657355| -72.6879911217839| Old Westfield Road + Westfield Street (US20), NOBO cross US20 and follow Old Westfield Road, Little George's (BL)
Old Whitfield Street and New Whitfield Street| 41.2734520342201| -72.6700049825013| Old Whitfield Street + New Whitfield Street, NOBO continue on Old Whitfield Street
Old Whitfield Street and Seaside Avenue| 41.2731310073286| -72.6688170153648| Old Whitfield Street + Seaside Avenue, NOBO turn W along Old Whitfield
Old Winchester Road| 42.7043060213327| -72.3382899910212| Old Winchester Road, NOBO turn E on road
Old Winchester Road 2| 42.701811986044| -72.3341130372137| Old Winchester Road, NOBO turn W trail
Orchard Street| 42.3188440036029| -72.4360710103065| Orchard Street
Packard Brook| 42.6100060064346| -72.4328370206058| Packard Brook, drain from Northfield Mountain Reservoir, do not drink
Packardville Road| 42.3573170229793| -72.4280890077353| Packardville Road, Limited parking 0.2W| p
Park Building| 42.2664479725063| -72.6356209907681| Park Building
Park Drive and West Peak Road| 41.5670769754797| -72.8220230340958| Park Drive, NOBO turn W on road then E on West Peak Road along Merimere Reservoir| W
Parking 10| 41.5579560399055| -72.7229790296406| Parking, 0.8E on Tynan Park Trail (Blue/Red) to Higby Road| p
Parking 11| 41.5709459781647| -72.7267369721085| Parking, Park & Ride lot| p
Parking 12| 41.8780399672687| -72.7721750177443| Parking to W at end of Wintobury Road| p
Parking 13| 42.1066690329462| -72.6884070318192| Parking| p
Parking 14| 42.1407539583743| -72.6868200022727| Parking, NOBO turn E on closed road for 100 ft then W on trail| p
Parking 15| 41.309320628643| -72.6700768154114| Parking to W on Foote Bridge Road| p
Parking 16| 41.3124821987003| -72.672998663038| Parking to W on Sullivan Drive| p
Parking 17| 41.4746403414756| -72.7305292803794| Limited Parking on shoulder| p
Parking 18| 41.5310449339449| -72.7404459938407| Trail (Blue/Red) 300 ft W to parking on Meriden Road (CT66)| p
Parking 19| 41.575310267508| -72.7443039324135| Trail (Blue/Red) to limited parking on Footit Drive| p
Parking 20| 41.6322933789343| -72.8131064493209| Trail (Blue/Orange) 0.8E to parking on Wigwam Road| p
Parking 21| 42.2318315505981| -72.6469369791448| Limited Parking 0.1W on Easthampton Road| p
Parking 9| 41.301999958232| -72.6549489889294| Parking, NOBO turn W on trail| p
Pat Fletcher Memorial| 42.040901016444| -72.7143350243568| Pat Fletcher Memorial
Pavillion| 41.5010300092399| -72.7457049675286| Pavillion, outlet
Pavillion 2| 41.8240320123732| -72.7987029869109| Pavillion
Pavillion 3| 42.5493070296943| -72.4489410035312| Pavillion, Privies| r
Phelps Road and Mountain Road (CT168)| 42.0062339678407| -72.7259449660778| Phelps Road + Mountain Road (CT168), Limited parking, trail crossing slightly offset, NOBO turn E for 250 ft on CT168
Picnic Area| 41.8245979584754| -72.7987169846892| Picnic Area| P
Picnic Area 2| 41.8612989597023| -72.7787600085139| Picnic Area, Service Road, Dock on Lake Louise| P
Picnic Area 3| 42.2638629935682| -72.6377029716969| Picnic Area| P
Picnic Area 4| 42.5057109910995| -72.4338649772108| Picnic Area| P
Pillars| 42.2311119642109| -72.6431460119784| Pillars, NOBO turn W on to trail
Pinnacle Rock| 41.6897710226476| -72.8330409619957| Pinnacle Rock, Foundation, Views| v
Pipeline| 41.5895360335708| -72.7847089804709| Pipeline corridor, cross at a diagonal, NOBO bear E (compass SW)
Pipeline 2| 41.5760529879481| -72.8358970116824| Pipeline corridor
Pipeline 3| 41.6446890402585| -72.8327699750662| Pipeline corridor
Pipeline 4| 41.6526309773326| -72.8277710080147| Pipeline corridor
Pipeline 5| 41.6624239739031| -72.8218510374427| Pipeline corridor
Pipeline 6| 41.756919035688| -72.796342978254| Pipeline corridor
Pipeline 7| 42.0506650116295| -72.7117959782481| Pipeline corridor
Pistapaug Mountain| 41.4335019607097| -72.7377389743924| Pistapaug Mountain, trail skirt edge of summit
Plum Brook| 42.3056030273438| -72.5235420372337| Plum Brook| W
Powerlines 10| 41.6395029891282| -72.8164140321314| Powerlines
Powerlines 11| 41.6984890401363| -72.8301699925214| Powerlines
Powerlines 12| 41.75009499304| -72.7953760419041| Powerlines
Powerlines 13| 41.7661719862372| -72.7990000415593| Powerlines, NOBO joins trail
Powerlines 14| 41.786391986534| -72.7932689990848| Powerlines, service road, pipeline corridor
Powerlines 15| 41.8203459866345| -72.7898259647191| Service road, Powerlines, Pipeline corridor
Powerlines 16| 41.8333019781858| -72.7869020216167| Powerlines
Powerlines 17| 41.887472961098| -72.7701050229371| Powerlines
Powerlines 18| 41.8923339620233| -72.7688769903034| Powerlines
Powerlines 19| 41.8981479853392| -72.7662579808384| Powerlines
Powerlines 20| 41.9224359747022| -72.7500700112432| Powerlines
Powerlines 21| 42.0138869807124| -72.7232910040766| Powerlines
Powerlines 22| 42.1030410099775| -72.6968949660659| Powerlines
Powerlines 23| 42.1182199660689| -72.6825589779764| Powerlines
Powerlines 24| 42.1227130014449| -72.6840239670128| Powerlines
Powerlines 25| 42.2846480179578| -72.6213430054486| Powerlines, follow to Underwood Avenue
Powerlines 26| 42.2901209816337| -72.5983719807118| Powerlines
Powerlines 27| 42.305601015687| -72.5257189851254| Powerlines
Powerlines 28| 42.3049280326813| -72.5222699996084| Powerlines
Powerlines 29| 42.3069179803133| -72.4644699878991| Powerlines
Powerlines 30| 42.38212200813| -72.4217249639332| Powerlines
Powerlines 31| 42.6885939761996| -72.4031439609826| Powerlines
Powerlines 32| 42.6863320358098| -72.349880989641| Powerlines
Powerlines 33| 42.7039930410683| -72.3211309779435| Powerlines
Powerlines 34| 42.7023100387305| -72.3069430142641| Powerlines
Powerlines 5| 41.3190090190619| -72.6707789674401| Powerlines
Powerlines 6| 41.4883170090616| -72.7442679740489| Powerlines
Powerlines 7| 41.5279309730977| -72.7406859677285| Powerlines
Powerlines 8| 41.5823959931731| -72.7941800281405| Powerlines, NOBO join trail after powerline corridor
Powerlines 9| 41.5867829974741| -72.8174730017781| Powerlines
Prattling Pond Road| 41.7249559890479| -72.8077370021492| Prattling Pond Road, Parking E at Farmington Road (CT4)| p
Prattling Pond Road 2| 41.7290819808841| -72.8081349749118| Prattling Pond Road, NOBO turn E on road
Prattling Pond Road 4| 41.735763028264| -72.804520027712| Prattling Pond Road, road end, NOBO join trail
Prescott Road| 42.4523129872978| -72.4001149926335| Prescott Road, NOBO turn W on road
Privy| 41.840158039704| -72.7835879847407| Privy| r
Quail Run and Lamentation Drive| 41.5973379928619| -72.7402370329946| Quail Run and Lamentation Drive, turn E and cross guard rail to rejoin trail near stop sign
Queen Street Sign| 42.3760029673576| -72.4302159994841| Queen Street Sign
Race Hill Road| 41.3742139935493| -72.6906310021877| Race Hill Road, NOBO turn W along road
Race Hill Road 2| 41.3739440124482| -72.6944539882243| Race Hill Road, NOBO turn E on to trail
Ragged Mountain| 41.6175170056522| -72.8234789706767| Ragged Mountain, views| v
Railroad| 42.3279900010675| -72.4486120138317| Railroad
Rattlesnake Cliff| 41.6988959815353| -72.8314049821347| Rattlesnake Cliff, trail register, views| v
Reservation Road| 42.267136964947| -72.6353759877384| Reservation Road, NOBO turn 0.1E on road, Pavillion, drinking fountain, Porta Potties, Visitor Center, Parking 300 ft W| Wr
Rest Area| 42.7040070388466| -72.3114430066198| Rest Area, rock seats
Rest Area 2| 42.7146679814905| -72.3021329753101| Rest Area, small flat clearing
Richards Reservoir| 42.7103590965271| -72.3220324516296| Richards Reservoir| W
Richardson-Zlogar Cabin| 42.6799259986728| -72.4009309709072| Richardson-Zlogar Cabin, 200 ft E, Free reservation required, Views to Mount Grace and Monandnock, Porta Potty, Tent pads| S
Richmond Road| 42.7082989923656| -72.3154450301081| Richmond Road, limited parking| p
Rising Corners Road| 42.0381680130959| -72.7155319601297| Rising Corners Road, Parking| p
Road split| 41.7649110965431| -72.7979042753577| Road split, NOBO bear W
Roaring Brook| 41.5588939748704| -72.7227060310543| Roaring Brook, drain from Adder Reservoir| W
Rock Squeeze| 42.3050260171294| -72.5084609817713| Rock Squeeze
Rock stairs| 41.6148450225592| -72.8205629903823| Challenging rock stairs, views at top| v
Rock Stairs 2| 41.8644919618964| -72.7787829749286| Rock Stairs
Rockland Road| 41.3940849713981| -72.685982985422| Rockland Road
Rogers Orchards| 41.6364669799805| -72.8384679928422| Rogers Orchards, seasonal farm store, donuts, baked goods
Royalston Falls Shelter| 42.7192819677293| -72.2485440317541| Royalston Falls Shelter| S
Ruggles Pond| 42.543010963127| -72.4483700282872| Ruggles Pond, Bog Bridging| W
Scarboro Brook| 42.3265749681741| -72.4461459740996| Scarboro Brook| W
Scarboro Brook 2| 42.3350439593196| -72.4465639796108| Scarboro Brook| W
Scarboro Brook 3| 42.3386689648032| -72.4448760319501| Scarboro Brook| W
Scarboro Pond| 42.3505300283432| -72.4345099646598| Scarboro Pond, Picnic tables| WP
Scenic View 11| 41.301495032385| -72.6553519908339| Views| v
Scenic View 12| 41.4828690234572| -72.7431149594486| Views| v
Scenic View 13| 41.4841399714351| -72.7433649916202| Views| v
